mouse_strain;experiment_ID;sample_type;timepoint;mouse_ID;treatment;frequency_live_bacteria_%;experimental_day;counts_live_bacteria_per_wet_g;mouse_age_days;mouse_sex
NOD;AG6-222;fecal;treatment_start;ABX295;ABX;91.71;-7;2.45E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX296;placebo;29.58;-7;8.10E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX297;ABX;88.75;-7;9.95E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX298;placebo;12.49;-7;1.58E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX299;ABX;94.96;-7;8.82E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX300;placebo;10.68;-7;5.27E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX301;ABX;26.0;-7;1.30E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX302;placebo;89.22;-7;7.71E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX303;ABX;58.76;-7;5.94E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX304;placebo;87.01;-7;2.55E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX305;ABX;28.17;-7;5.22E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX306;placebo;60.36;-7;1.06E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX307;ABX;61.34;-7;3.08E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX308;placebo;92.16;-7;1.60E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX309;ABX;18.24;-7;1.74E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX310;placebo;74.66;-7;3.35E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX311;ABX;46.28;-7;2.67E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX312;placebo;55.16;-7;9.83E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX313;ABX;88.06;-7;2.23E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX314;placebo;61.69;-7;2.05E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX315;ABX;47.43;-7;3.98E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX316;placebo;4.82;-7;1.89E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX317;ABX;52.34;-7;3.57E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX318;placebo;91.59;-7;3.40E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX319;ABX;27.1;-7;4.37E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX320;placebo;48.97;-7;2.41E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX321;ABX;56.52;-7;6.89E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX322;placebo;27.46;-7;8.58E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX323;ABX;56.04;-7;6.20E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX324;placebo;64.95;-7;4.17E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX325;ABX;54.86;-7;4.81E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX326;placebo;20.49;-7;1.51E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX327;ABX;33.61;-7;1.68E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX328;placebo;2.19;-7;2.53E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX329;ABX;46.13;-7;1.96E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX330;placebo;11.25;-7;3.23E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX331;ABX;51.09;-7;1.96E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX332;placebo;39.06;-7;3.10E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX333;ABX;66.15;-7;1.05E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX334;placebo;33.77;-7;1.35E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX335;ABX;2.56;-7;1.68E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX336;placebo;36.58;-7;1.31E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX337;ABX;54.08;-7;4.14E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX338;placebo;10.75;-7;1.16E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX339;ABX;81.34;-7;4.18E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX340;placebo;50.32;-7;6.11E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX341;ABX;68.95;-7;5.95E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX342;placebo;92.14;-7;1.46E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX343;ABX;47.21;-7;1.82E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX344;placebo;81.52;-7;2.77E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX345;ABX;10.09;-7;1.44E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX346;placebo;16.96;-7;4.61E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX347;ABX;49.58;-7;1.83E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX348;placebo;55.83;-7;1.36E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX349;ABX;76.15;-7;4.95E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX350;placebo;58.21;-7;1.92E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX351;ABX;94.04;-7;1.05E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX352;placebo;4.31;-7;2.99E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX353;ABX;5.46;-7;2.59E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX354;placebo;79.93;-7;2.68E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX355;ABX;87.24;-7;8.51E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX356;placebo;12.66;-7;8.89E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX357;ABX;15.1;-7;1.87E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX358;placebo;13.42;-7;2.21E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX359;ABX;13.91;-7;1.62E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX360;placebo;15.36;-7;1.53E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX361;ABX;12.0;-7;2.31E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX362;placebo;19.99;-7;4.41E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX363;ABX;6.7;-7;5.51E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX364;placebo;47.31;-7;1.65E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX365;ABX;77.35;-7;1.35E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX366;placebo;0.75;-7;2.42E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX367;ABX;47.15;-7;4.30E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX368;placebo;47.02;-7;8.12E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX369;ABX;37.46;-7;5.43E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX370;placebo;29.65;-7;5.11E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX371;ABX;94.04;-7;4.87E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX372;placebo;39.16;-7;6.74E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX373;ABX;41.33;-7;3.81E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX374;placebo;7.2;-7;3.98E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX375;ABX;93.37;-7;1.58E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX376;placebo;52.41;-7;6.38E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX377;ABX;88.12;-7;3.11E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX378;placebo;36.77;-7;4.91E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX379;ABX;17.41;-7;2.55E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX380;placebo;88.63;-7;4.57E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX381;ABX;68.35;-7;5.29E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX382;placebo;97.55;-7;5.79E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX383;ABX;17.43;-7;8.33E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX384;placebo;14.67;-7;6.03E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX385;ABX;53.84;-7;9.71E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX386;placebo;79.41;-7;1.98E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX387;ABX;71.29;-7;1.45E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX388;placebo;59.74;-7;9.12E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX389;ABX;79.96;-7;1.02E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX390;placebo;43.78;-7;4.19E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX391;ABX;88.1;-7;5.99E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX392;placebo;81.0;-7;4.37E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX393;ABX;49.17;-7;3.66E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX394;placebo;9.47;-7;1.22E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX395;ABX;14.9;-7;7.13E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX396;placebo;13.78;-7;4.02E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX397;ABX;98.84;-7;4.26E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX398;placebo;57.56;-7;8.19E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX399;ABX;94.2;-7;1.76E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX400;placebo;89.5;-7;1.71E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX401;ABX;21.53;-7;1.51E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX402;placebo;8.45;-7;1.12E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX403;ABX;58.27;-7;4.07E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX404;placebo;9.96;-7;3.84E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX405;ABX;13.95;-7;5.50E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX406;placebo;54.04;-7;8.94E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX407;ABX;24.34;-7;6.70E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX408;placebo;88.34;-7;6.68E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX409;ABX;96.88;-7;4.85E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX410;placebo;85.36;-7;5.85E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX411;ABX;25.47;-7;8.49E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX412;placebo;13.4;-7;1.29E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX413;ABX;69.74;-7;2.64E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX414;placebo;61.1;-7;2.60E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX415;ABX;68.42;-7;1.97E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX416;placebo;67.98;-7;2.52E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX417;ABX;96.58;-7;9.90E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX418;placebo;84.79;-7;3.15E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX419;ABX;51.32;-7;2.41E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX420;placebo;59.36;-7;5.77E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX421;ABX;56.52;-7;1.18E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX422;placebo;48.17;-7;9.03E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX423;ABX;8.43;-7;2.39E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX424;placebo;66.85;-7;1.31E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX425;ABX;23.95;-7;1.68E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX426;placebo;76.57;-7;2.72E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX427;ABX;76.05;-7;2.23E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX428;placebo;60.98;-7;1.77E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX429;ABX;15.95;-7;1.05E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX430;placebo;71.77;-7;9.38E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX431;ABX;61.64;-7;1.26E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX432;placebo;8.55;-7;2.11E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX433;ABX;20.28;-7;1.34E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX434;placebo;61.34;-7;2.20E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX435;ABX;36.11;-7;9.63E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX436;placebo;44.22;-7;1.55E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX437;ABX;37.17;-7;1.19E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX438;placebo;82.57;-7;2.31E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX439;ABX;1.6;-7;1.67E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX440;placebo;67.64;-7;5.67E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX441;ABX;67.13;-7;4.81E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX442;placebo;17.46;-7;1.07E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX443;ABX;82.0;-7;9.44E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX444;placebo;75.57;-7;6.84E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX445;ABX;61.69;-7;1.10E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX446;placebo;49.08;-7;4.36E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX447;ABX;9.27;-7;1.06E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX448;placebo;32.14;-7;1.76E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX449;ABX;73.96;-7;1.88E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX450;placebo;92.93;-7;1.42E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX451;ABX;46.44;-7;4.58E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX452;placebo;64.08;-7;2.07E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX453;ABX;82.7;-7;1.04E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX454;placebo;25.09;-7;1.14E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX455;ABX;17.15;-7;5.36E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX456;placebo;27.81;-7;3.21E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX457;ABX;51.49;-7;7.55E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX458;placebo;9.69;-7;1.14E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX459;ABX;72.52;-7;5.85E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX460;placebo;60.05;-7;2.31E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX461;ABX;93.16;-7;1.72E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX462;placebo;78.0;-7;8.82E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX463;ABX;17.5;-7;8.40E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX464;placebo;78.76;-7;1.43E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX465;ABX;30.46;-7;6.51E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX466;placebo;63.02;-7;2.48E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX467;ABX;35.14;-7;8.95E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX468;placebo;16.98;-7;4.08E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX469;ABX;55.5;-7;1.43E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX470;placebo;56.88;-7;2.03E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX471;ABX;47.58;-7;9.94E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX472;placebo;78.06;-7;4.30E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX473;ABX;23.23;-7;1.46E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX474;placebo;38.32;-7;1.31E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX475;ABX;87.07;-7;5.79E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX476;placebo;62.09;-7;8.41E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX477;ABX;95.65;-7;3.69E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX478;placebo;69.46;-7;4.67E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX479;ABX;3.52;-7;4.59E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX480;placebo;36.78;-7;3.85E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX481;ABX;43.0;-7;3.23E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX482;placebo;28.25;-7;2.47E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX483;ABX;98.17;-7;1.79E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX484;placebo;19.68;-7;2.26E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX485;ABX;84.45;-7;2.67E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX486;placebo;96.53;-7;6.76E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX487;ABX;13.51;-7;6.62E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX488;placebo;4.84;-7;8.62E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX489;ABX;12.24;-7;1.39E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX490;placebo;0.57;-7;3.66E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX491;ABX;17.37;-7;1.41E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX492;placebo;63.4;-7;5.87E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX493;ABX;6.07;-7;4.74E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX494;placebo;57.41;-7;1.94E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX495;ABX;46.55;-7;4.96E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX496;placebo;56.76;-7;5.02E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX497;ABX;5.77;-7;7.76E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX498;placebo;37.47;-7;3.86E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX499;ABX;87.28;-7;1.47E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX500;placebo;50.3;-7;2.03E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX501;ABX;79.53;-7;2.88E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX502;placebo;58.06;-7;2.30E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX503;ABX;48.06;-7;4.87E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX504;placebo;99.28;-7;2.61E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX505;ABX;47.76;-7;3.04E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX506;placebo;28.43;-7;6.86E+10;14;female
NOD;AG6-222;fecal;treatment_start;ABX507;ABX;31.12;-7;1.55E+11;14;female
NOD;AG6-222;fecal;treatment_start;ABX508;placebo;32.66;-7;2.27E+09;14;female
NOD;AG6-222;fecal;treatment_start;ABX509;ABX;17.58;-7;3.58E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX510;placebo;42.18;-7;3.78E+08;14;female
NOD;AG6-222;fecal;treatment_start;ABX511;ABX;63.95;-7;9.60E+07;14;female
NOD;AG6-222;fecal;treatment_start;ABX512;placebo;16.12;-7;5.09E+09;14;female
NOD;AG6-222;fecal;treatment_day4;ABX001;ABX;69.59;-3;6.42E+00;18;male
NOD;AG6-222;fecal;treatment_day4;ABX002;placebo;20.22;-3;9.69E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX003;ABX;42.08;-3;4.77E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX004;placebo;86.7;-3;2.67E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX005;ABX;43.91;-3;1.43E+02;18;male
NOD;AG6-222;fecal;treatment_day4;ABX006;placebo;1.43;-3;4.43E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX007;ABX;40.18;-3;2.37E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX008;placebo;37.71;-3;1.71E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX009;ABX;1.93;-3;6.04E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX010;placebo;44.22;-3;4.35E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX011;ABX;89.67;-3;3.28E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX012;placebo;24.28;-3;3.66E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX013;ABX;92.57;-3;7.65E+00;18;male
NOD;AG6-222;fecal;treatment_day4;ABX014;placebo;76.77;-3;1.58E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX015;ABX;11.92;-3;1.08E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX016;placebo;2.25;-3;9.58E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX017;ABX;45.07;-3;1.44E+02;18;male
NOD;AG6-222;fecal;treatment_day4;ABX018;placebo;87.79;-3;8.17E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX019;ABX;79.68;-3;4.14E+00;18;male
NOD;AG6-222;fecal;treatment_day4;ABX020;placebo;53.9;-3;2.20E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX021;ABX;59.55;-3;1.25E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX022;placebo;14.04;-3;2.25E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX023;ABX;37.65;-3;1.39E+02;18;male
NOD;AG6-222;fecal;treatment_day4;ABX024;placebo;55.0;-3;7.08E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX025;ABX;18.25;-3;1.11E+02;18;male
NOD;AG6-222;fecal;treatment_day4;ABX026;placebo;14.06;-3;3.42E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX027;ABX;25.09;-3;2.89E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX028;placebo;84.86;-3;1.96E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX029;ABX;36.5;-3;5.33E+00;18;male
NOD;AG6-222;fecal;treatment_day4;ABX030;placebo;89.8;-3;6.63E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX031;ABX;77.13;-3;1.28E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX032;placebo;49.29;-3;1.09E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX033;ABX;60.13;-3;3.51E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX034;placebo;74.63;-3;9.86E+03;18;male
NOD;AG6-222;fecal;treatment_day4;ABX035;ABX;56.35;-3;1.35E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX036;placebo;27.6;-3;1.12E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX037;ABX;7.35;-3;8.63E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX038;placebo;40.2;-3;2.30E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX039;ABX;51.0;-3;7.91E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX040;placebo;50.3;-3;1.65E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX041;ABX;63.67;-3;4.00E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX042;placebo;16.43;-3;4.97E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX043;ABX;4.14;-3;7.72E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX044;placebo;71.24;-3;4.88E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX045;ABX;2.55;-3;3.18E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX046;placebo;82.69;-3;9.41E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX047;ABX;45.9;-3;2.06E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX048;placebo;82.39;-3;7.33E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX049;ABX;50.65;-3;4.47E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX050;placebo;90.66;-3;2.15E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX051;ABX;28.82;-3;6.88E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX052;placebo;31.65;-3;6.32E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX053;ABX;9.88;-3;2.54E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX054;placebo;31.65;-3;5.65E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX055;ABX;9.34;-3;3.78E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX056;placebo;78.33;-3;7.05E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX057;ABX;85.5;-3;8.36E+00;18;male
NOD;AG6-222;fecal;treatment_day4;ABX058;placebo;58.26;-3;1.25E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX059;ABX;38.07;-3;4.52E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX060;placebo;88.67;-3;5.54E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX061;ABX;10.56;-3;1.07E+02;18;male
NOD;AG6-222;fecal;treatment_day4;ABX062;placebo;33.14;-3;1.02E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX063;ABX;18.63;-3;1.50E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX064;placebo;38.73;-3;5.83E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX065;ABX;20.43;-3;8.88E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX066;placebo;99.95;-3;7.17E+06;18;male
NOD;AG6-222;fecal;treatment_day4;ABX067;ABX;54.11;-3;1.90E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX068;placebo;56.61;-3;1.71E+04;18;male
NOD;AG6-222;fecal;treatment_day4;ABX069;ABX;58.91;-3;9.30E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX070;placebo;2.92;-3;5.87E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX071;ABX;53.08;-3;4.23E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX072;placebo;26.89;-3;2.90E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX073;ABX;1.56;-3;9.16E+01;18;male
NOD;AG6-222;fecal;treatment_day4;ABX074;placebo;86.38;-3;6.27E+05;18;male
NOD;AG6-222;fecal;treatment_day4;ABX075;ABX;39.8;-3;6.13E+00;18;male
NOD;AG6-222;fecal;treatment_day4;ABX076;placebo;19.45;-3;5.20E+04;18;male
